preamble,stimulus,is_correct,subject
"A lesion causing compression of the facial nerve at the stylomastoid foramen will cause ipsilateral (A) paralysis of the facial muscles. (B) paralysis of the facial muscles and loss of taste. (C) paralysis of the facial muscles, loss of taste and lacrimation. and (D) paralysis of the facial muscles, loss of taste, lacrimation and decreased salivation.. Of the answer choices above, answer (A) is the",best,1,anatomy
"A lesion causing compression of the facial nerve at the stylomastoid foramen will cause ipsilateral (A) paralysis of the facial muscles. (B) paralysis of the facial muscles and loss of taste. (C) paralysis of the facial muscles, loss of taste and lacrimation. and (D) paralysis of the facial muscles, loss of taste, lacrimation and decreased salivation.. Of the answer choices above, answer (B) is the",best,0,anatomy
"A lesion causing compression of the facial nerve at the stylomastoid foramen will cause ipsilateral (A) paralysis of the facial muscles. (B) paralysis of the facial muscles and loss of taste. (C) paralysis of the facial muscles, loss of taste and lacrimation. and (D) paralysis of the facial muscles, loss of taste, lacrimation and decreased salivation.. Of the answer choices above, answer (C) is the",best,0,anatomy
"A lesion causing compression of the facial nerve at the stylomastoid foramen will cause ipsilateral (A) paralysis of the facial muscles. (B) paralysis of the facial muscles and loss of taste. (C) paralysis of the facial muscles, loss of taste and lacrimation. and (D) paralysis of the facial muscles, loss of taste, lacrimation and decreased salivation.. Of the answer choices above, answer (D) is the",best,0,anatomy
"A ""dished face"" profile is often associated with (A) a recessive maxilla due to failure of elongation of the cranial base. (B) a protruding mandible due to reactivation of the condylar cartilage by acromegaly. (C) an enlarged frontal bone due to hydrocephaly. and (D) defective development of the maxillary air sinus.. Of the answer choices above, answer (A) is the",best,1,anatomy
"A ""dished face"" profile is often associated with (A) a recessive maxilla due to failure of elongation of the cranial base. (B) a protruding mandible due to reactivation of the condylar cartilage by acromegaly. (C) an enlarged frontal bone due to hydrocephaly. and (D) defective development of the maxillary air sinus.. Of the answer choices above, answer (B) is the",best,0,anatomy
"A ""dished face"" profile is often associated with (A) a recessive maxilla due to failure of elongation of the cranial base. (B) a protruding mandible due to reactivation of the condylar cartilage by acromegaly. (C) an enlarged frontal bone due to hydrocephaly. and (D) defective development of the maxillary air sinus.. Of the answer choices above, answer (C) is the",best,0,anatomy
"A ""dished face"" profile is often associated with (A) a recessive maxilla due to failure of elongation of the cranial base. (B) a protruding mandible due to reactivation of the condylar cartilage by acromegaly. (C) an enlarged frontal bone due to hydrocephaly. and (D) defective development of the maxillary air sinus.. Of the answer choices above, answer (D) is the",best,0,anatomy
"Which of the following best describes the structure that collects urine in the body? (A) Bladder (B) Kidney (C) Ureter and (D) Urethra. Of the answer choices above, answer (A) is the",best,1,anatomy
"Which of the following best describes the structure that collects urine in the body? (A) Bladder (B) Kidney (C) Ureter and (D) Urethra. Of the answer choices above, answer (B) is the",best,0,anatomy
"Which of the following best describes the structure that collects urine in the body? (A) Bladder (B) Kidney (C) Ureter and (D) Urethra. Of the answer choices above, answer (C) is the",best,0,anatomy
"Which of the following best describes the structure that collects urine in the body? (A) Bladder (B) Kidney (C) Ureter and (D) Urethra. Of the answer choices above, answer (D) is the",best,0,anatomy
"Which of the following structures is derived from ectomesenchyme? (A) Melanocytes (B) Motor neurons (C) Skeletal muscles and (D) Sweat glands. Of the answer choices above, answer (A) is the",best,1,anatomy
"Which of the following structures is derived from ectomesenchyme? (A) Melanocytes (B) Motor neurons (C) Skeletal muscles and (D) Sweat glands. Of the answer choices above, answer (B) is the",best,0,anatomy
"Which of the following structures is derived from ectomesenchyme? (A) Melanocytes (B) Motor neurons (C) Skeletal muscles and (D) Sweat glands. Of the answer choices above, answer (C) is the",best,0,anatomy
"Which of the following structures is derived from ectomesenchyme? (A) Melanocytes (B) Motor neurons (C) Skeletal muscles and (D) Sweat glands. Of the answer choices above, answer (D) is the",best,0,anatomy
"Which of the following describes the cluster of blood capillaries found in each nephron in the kidney? (A) Glomerulus (B) Afferent arteriole (C) Loop of Henle and (D) Renal pelvis. Of the answer choices above, answer (A) is the",best,1,anatomy
"Which of the following describes the cluster of blood capillaries found in each nephron in the kidney? (A) Glomerulus (B) Afferent arteriole (C) Loop of Henle and (D) Renal pelvis. Of the answer choices above, answer (B) is the",best,0,anatomy
"Which of the following describes the cluster of blood capillaries found in each nephron in the kidney? (A) Glomerulus (B) Afferent arteriole (C) Loop of Henle and (D) Renal pelvis. Of the answer choices above, answer (C) is the",best,0,anatomy
"Which of the following describes the cluster of blood capillaries found in each nephron in the kidney? (A) Glomerulus (B) Afferent arteriole (C) Loop of Henle and (D) Renal pelvis. Of the answer choices above, answer (D) is the",best,0,anatomy
"A patient suffers a broken neck with damage to the spinal cord at the level of the sixth cervical vertebra. (A) They will only be able to breathe quietly. (B) They will be unable to breathe without life support. (C) It is impossible to predict an effect on breathing. and (D) Breathing will be unaffected.. Of the answer choices above, answer (A) is the",best,1,anatomy
"A patient suffers a broken neck with damage to the spinal cord at the level of the sixth cervical vertebra. (A) They will only be able to breathe quietly. (B) They will be unable to breathe without life support. (C) It is impossible to predict an effect on breathing. and (D) Breathing will be unaffected.. Of the answer choices above, answer (B) is the",best,0,anatomy
"A patient suffers a broken neck with damage to the spinal cord at the level of the sixth cervical vertebra. (A) They will only be able to breathe quietly. (B) They will be unable to breathe without life support. (C) It is impossible to predict an effect on breathing. and (D) Breathing will be unaffected.. Of the answer choices above, answer (C) is the",best,0,anatomy
"A patient suffers a broken neck with damage to the spinal cord at the level of the sixth cervical vertebra. (A) They will only be able to breathe quietly. (B) They will be unable to breathe without life support. (C) It is impossible to predict an effect on breathing. and (D) Breathing will be unaffected.. Of the answer choices above, answer (D) is the",best,0,anatomy
"Which of the following anatomical regions of abdomen lies just distal to the sternum? (A) Epigastric (B) Hypochondriac (C) Hypogastric and (D) Lumbar. Of the answer choices above, answer (A) is the",best,1,anatomy
"Which of the following anatomical regions of abdomen lies just distal to the sternum? (A) Epigastric (B) Hypochondriac (C) Hypogastric and (D) Lumbar. Of the answer choices above, answer (B) is the",best,0,anatomy
"Which of the following anatomical regions of abdomen lies just distal to the sternum? (A) Epigastric (B) Hypochondriac (C) Hypogastric and (D) Lumbar. Of the answer choices above, answer (C) is the",best,0,anatomy
"Which of the following anatomical regions of abdomen lies just distal to the sternum? (A) Epigastric (B) Hypochondriac (C) Hypogastric and (D) Lumbar. Of the answer choices above, answer (D) is the",best,0,anatomy
"Which of the following best describes the human body's defense mechanism against environmental bacteria? (A) Mucous membranes (B) Hair in the nose (C) Osteoblasts and (D) Saliva. Of the answer choices above, answer (A) is the",best,1,anatomy
"Which of the following best describes the human body's defense mechanism against environmental bacteria? (A) Mucous membranes (B) Hair in the nose (C) Osteoblasts and (D) Saliva. Of the answer choices above, answer (B) is the",best,0,anatomy
