preamble,stimulus,is_correct,subject
"How many human polyomaviruses are known at present? (A) 100 (B) 1 (C) 10 and (D) unknown. Of the answer choices above, answer (A) is the",best,1,virology
"How many human polyomaviruses are known at present? (A) 100 (B) 1 (C) 10 and (D) unknown. Of the answer choices above, answer (B) is the",best,0,virology
"How many human polyomaviruses are known at present? (A) 100 (B) 1 (C) 10 and (D) unknown. Of the answer choices above, answer (C) is the",best,0,virology
"How many human polyomaviruses are known at present? (A) 100 (B) 1 (C) 10 and (D) unknown. Of the answer choices above, answer (D) is the",best,0,virology
"AIDS activism in the U.S. resulted in: (A) All of the above (B) Food and Drug Administration reforms (C) Easier access to investigational drugs and (D) Changes in the way medicine was practiced in the U.S.. Of the answer choices above, answer (A) is the",best,1,virology
"AIDS activism in the U.S. resulted in: (A) All of the above (B) Food and Drug Administration reforms (C) Easier access to investigational drugs and (D) Changes in the way medicine was practiced in the U.S.. Of the answer choices above, answer (B) is the",best,0,virology
"AIDS activism in the U.S. resulted in: (A) All of the above (B) Food and Drug Administration reforms (C) Easier access to investigational drugs and (D) Changes in the way medicine was practiced in the U.S.. Of the answer choices above, answer (C) is the",best,0,virology
"AIDS activism in the U.S. resulted in: (A) All of the above (B) Food and Drug Administration reforms (C) Easier access to investigational drugs and (D) Changes in the way medicine was practiced in the U.S.. Of the answer choices above, answer (D) is the",best,0,virology
"Globally, the most deaths are caused by: (A) Diarrheal diseases (B) Respiratory infections (C) Malaria and (D) Tuberculosis. Of the answer choices above, answer (A) is the",best,1,virology
"Globally, the most deaths are caused by: (A) Diarrheal diseases (B) Respiratory infections (C) Malaria and (D) Tuberculosis. Of the answer choices above, answer (B) is the",best,0,virology
"Globally, the most deaths are caused by: (A) Diarrheal diseases (B) Respiratory infections (C) Malaria and (D) Tuberculosis. Of the answer choices above, answer (C) is the",best,0,virology
"Globally, the most deaths are caused by: (A) Diarrheal diseases (B) Respiratory infections (C) Malaria and (D) Tuberculosis. Of the answer choices above, answer (D) is the",best,0,virology
"What happens during the 'incubation period'? (A) Virus replication happens at an intracellular level (B) The virus is cleared from the body by the immune system (C) This period commonly lasts for a few days and (D) This period commonly lasts for a few hours. Of the answer choices above, answer (A) is the",best,1,virology
"What happens during the 'incubation period'? (A) Virus replication happens at an intracellular level (B) The virus is cleared from the body by the immune system (C) This period commonly lasts for a few days and (D) This period commonly lasts for a few hours. Of the answer choices above, answer (B) is the",best,0,virology
"What happens during the 'incubation period'? (A) Virus replication happens at an intracellular level (B) The virus is cleared from the body by the immune system (C) This period commonly lasts for a few days and (D) This period commonly lasts for a few hours. Of the answer choices above, answer (C) is the",best,0,virology
"What happens during the 'incubation period'? (A) Virus replication happens at an intracellular level (B) The virus is cleared from the body by the immune system (C) This period commonly lasts for a few days and (D) This period commonly lasts for a few hours. Of the answer choices above, answer (D) is the",best,0,virology
"Newborn infants in countries with limited access to safe water and low levels of education should be: (A) Exclusively breast fed for six months (B) Exclusively formula fed for six months (C) Should receive both breast milk and other foods as tolerated in the first 6 and (D) months. Of the answer choices above, answer (A) is the",best,1,virology
"Newborn infants in countries with limited access to safe water and low levels of education should be: (A) Exclusively breast fed for six months (B) Exclusively formula fed for six months (C) Should receive both breast milk and other foods as tolerated in the first 6 and (D) months. Of the answer choices above, answer (B) is the",best,0,virology
"Newborn infants in countries with limited access to safe water and low levels of education should be: (A) Exclusively breast fed for six months (B) Exclusively formula fed for six months (C) Should receive both breast milk and other foods as tolerated in the first 6 and (D) months. Of the answer choices above, answer (C) is the",best,0,virology
"Newborn infants in countries with limited access to safe water and low levels of education should be: (A) Exclusively breast fed for six months (B) Exclusively formula fed for six months (C) Should receive both breast milk and other foods as tolerated in the first 6 and (D) months. Of the answer choices above, answer (D) is the",best,0,virology
"Achieving effective change in a community is usually dependent on which of the following segments of society? (A) Innovators (B) Early adapters (C) Middle adapters and (D) Late adapters. Of the answer choices above, answer (A) is the",best,1,virology
"Achieving effective change in a community is usually dependent on which of the following segments of society? (A) Innovators (B) Early adapters (C) Middle adapters and (D) Late adapters. Of the answer choices above, answer (B) is the",best,0,virology
"Achieving effective change in a community is usually dependent on which of the following segments of society? (A) Innovators (B) Early adapters (C) Middle adapters and (D) Late adapters. Of the answer choices above, answer (C) is the",best,0,virology
"Achieving effective change in a community is usually dependent on which of the following segments of society? (A) Innovators (B) Early adapters (C) Middle adapters and (D) Late adapters. Of the answer choices above, answer (D) is the",best,0,virology
"“Contingency management” is”: (A) Paying drug users for negative urine specimens (B) A strategy of last resort for reducing high-risk behaviors (C) Paying sex workers to use condoms and (D) Paying drug users to use condoms. Of the answer choices above, answer (A) is the",best,1,virology
"“Contingency management” is”: (A) Paying drug users for negative urine specimens (B) A strategy of last resort for reducing high-risk behaviors (C) Paying sex workers to use condoms and (D) Paying drug users to use condoms. Of the answer choices above, answer (B) is the",best,0,virology
"“Contingency management” is”: (A) Paying drug users for negative urine specimens (B) A strategy of last resort for reducing high-risk behaviors (C) Paying sex workers to use condoms and (D) Paying drug users to use condoms. Of the answer choices above, answer (C) is the",best,0,virology
"“Contingency management” is”: (A) Paying drug users for negative urine specimens (B) A strategy of last resort for reducing high-risk behaviors (C) Paying sex workers to use condoms and (D) Paying drug users to use condoms. Of the answer choices above, answer (D) is the",best,0,virology
"Typical clinical symptoms following infection with astroviruses include which of the following? (A) Gastroenteritis in children (B) Acute pneumonia (C) Hepatitis and (D) rashes. Of the answer choices above, answer (A) is the",best,1,virology
"Typical clinical symptoms following infection with astroviruses include which of the following? (A) Gastroenteritis in children (B) Acute pneumonia (C) Hepatitis and (D) rashes. Of the answer choices above, answer (B) is the",best,0,virology
"Typical clinical symptoms following infection with astroviruses include which of the following? (A) Gastroenteritis in children (B) Acute pneumonia (C) Hepatitis and (D) rashes. Of the answer choices above, answer (C) is the",best,0,virology
"Typical clinical symptoms following infection with astroviruses include which of the following? (A) Gastroenteritis in children (B) Acute pneumonia (C) Hepatitis and (D) rashes. Of the answer choices above, answer (D) is the",best,0,virology
"Which of the following is the most special characteristic of the adaptive immune system? (A) Clonal expansion of pre-existing antibodies and/or T cells (B) Antibodies (C) T cells and (D) Memory T cells. Of the answer choices above, answer (A) is the",best,1,virology
"Which of the following is the most special characteristic of the adaptive immune system? (A) Clonal expansion of pre-existing antibodies and/or T cells (B) Antibodies (C) T cells and (D) Memory T cells. Of the answer choices above, answer (B) is the",best,0,virology
"Which of the following is the most special characteristic of the adaptive immune system? (A) Clonal expansion of pre-existing antibodies and/or T cells (B) Antibodies (C) T cells and (D) Memory T cells. Of the answer choices above, answer (C) is the",best,0,virology
"Which of the following is the most special characteristic of the adaptive immune system? (A) Clonal expansion of pre-existing antibodies and/or T cells (B) Antibodies (C) T cells and (D) Memory T cells. Of the answer choices above, answer (D) is the",best,0,virology
"Chemotherapy is now an option for clinical care of patients. Typical drug regimens now include which of the following? (A) Lamivudine and ribavirin (B) Interferon and ribavirin (C) Combinations of adefovir and entecavir and/or tenofovir (DAA) and (D) Interferons alone. Of the answer choices above, answer (A) is the",best,1,virology
