preamble,stimulus,is_correct,subject
" What can murtis be translated as? (A) Offerings (B) Prayers (C) Apparitions and (D) Idols. Of the answer choices above, answer (A) is the",best,0,world_religions
" What can murtis be translated as? (A) Offerings (B) Prayers (C) Apparitions and (D) Idols. Of the answer choices above, answer (B) is the",best,0,world_religions
" What can murtis be translated as? (A) Offerings (B) Prayers (C) Apparitions and (D) Idols. Of the answer choices above, answer (C) is the",best,0,world_religions
" What can murtis be translated as? (A) Offerings (B) Prayers (C) Apparitions and (D) Idols. Of the answer choices above, answer (D) is the",best,1,world_religions
" Naturalists who concentrated on natural elements and processes are associated with which of the following? (A) Daoism (B) Yin-Yang School (C) Mengzi and (D) Humanistic Buddhism. Of the answer choices above, answer (A) is the",best,0,world_religions
" Naturalists who concentrated on natural elements and processes are associated with which of the following? (A) Daoism (B) Yin-Yang School (C) Mengzi and (D) Humanistic Buddhism. Of the answer choices above, answer (B) is the",best,1,world_religions
" Naturalists who concentrated on natural elements and processes are associated with which of the following? (A) Daoism (B) Yin-Yang School (C) Mengzi and (D) Humanistic Buddhism. Of the answer choices above, answer (C) is the",best,0,world_religions
" Naturalists who concentrated on natural elements and processes are associated with which of the following? (A) Daoism (B) Yin-Yang School (C) Mengzi and (D) Humanistic Buddhism. Of the answer choices above, answer (D) is the",best,0,world_religions
" When was the first Buddhist temple constructed in Japan? (A) 325 CE (B) 119 CE (C) 451 CE and (D) 596 CE. Of the answer choices above, answer (A) is the",best,0,world_religions
" When was the first Buddhist temple constructed in Japan? (A) 325 CE (B) 119 CE (C) 451 CE and (D) 596 CE. Of the answer choices above, answer (B) is the",best,0,world_religions
" When was the first Buddhist temple constructed in Japan? (A) 325 CE (B) 119 CE (C) 451 CE and (D) 596 CE. Of the answer choices above, answer (C) is the",best,0,world_religions
" When was the first Buddhist temple constructed in Japan? (A) 325 CE (B) 119 CE (C) 451 CE and (D) 596 CE. Of the answer choices above, answer (D) is the",best,1,world_religions
" What is the name of the ten day New Year festival that celebrated Babylon's culture? (A) Akitu (B) Wag and Thoth (C) Bast and (D) Nehebkau. Of the answer choices above, answer (A) is the",best,1,world_religions
" What is the name of the ten day New Year festival that celebrated Babylon's culture? (A) Akitu (B) Wag and Thoth (C) Bast and (D) Nehebkau. Of the answer choices above, answer (B) is the",best,0,world_religions
" What is the name of the ten day New Year festival that celebrated Babylon's culture? (A) Akitu (B) Wag and Thoth (C) Bast and (D) Nehebkau. Of the answer choices above, answer (C) is the",best,0,world_religions
" What is the name of the ten day New Year festival that celebrated Babylon's culture? (A) Akitu (B) Wag and Thoth (C) Bast and (D) Nehebkau. Of the answer choices above, answer (D) is the",best,0,world_religions
"Which of the following terms denote the Japanese art of flower arranging? (A) Zazen (B) Tariki (C) Kami and (D) Ikebana. Of the answer choices above, answer (A) is the",best,0,world_religions
"Which of the following terms denote the Japanese art of flower arranging? (A) Zazen (B) Tariki (C) Kami and (D) Ikebana. Of the answer choices above, answer (B) is the",best,0,world_religions
"Which of the following terms denote the Japanese art of flower arranging? (A) Zazen (B) Tariki (C) Kami and (D) Ikebana. Of the answer choices above, answer (C) is the",best,0,world_religions
"Which of the following terms denote the Japanese art of flower arranging? (A) Zazen (B) Tariki (C) Kami and (D) Ikebana. Of the answer choices above, answer (D) is the",best,1,world_religions
